sentence_id,title,paragraph_text,origin_sentence,category
25511,SH-10-11-34300-792,"לא ניתן להתעלם מהגרסאות לאירועים מפיה של המתלוננת כפי שעלו בשתי עדויות אלה של אמה של המתלוננת ושכנתה מרים משה, גרסאות אלו הן הגרסאות הראשוניות של המתלוננת לפגיעה בה.","לא ניתן להתעלם מהגרסאות לאירועים מפיה של המתלוננת כפי שעלו בשתי עדויות אלה של אמה של המתלוננת ושכנתה מרים משה, גרסאות אלו הן הגרסאות הראשוניות של המתלוננת לפגיעה בה",אמינה בגלל חיזוק חיצוני
128727,ME-10-07-35429-3,"עדותה המיידית של המתלוננת נתמכת בחיזוקים רבים והראשון שבהם מצבה הנפשי מיד לאחר האירוע. בחקירתה הראשונה שנערכה בבוקרו של הארוע, העדה נראית נסערת (ר' חקירה מצולמת ת/41) ותארה כך את תחושותיה: ""אני הרגשתי הרוסה, בא לי לבכות, בא לי לצעוק...מתפרצת בבכי"", (ת/40 שורה 76).",עדותה המיידית של המתלוננת נתמכת בחיזוקים רבים והראשון שבהם מצבה הנפשי מיד לאחר האירוע,אמינה בגלל חיזוק חיצוני
17305,s99003830-184,"ההרשעה התבססה על עדותה האמינה והמשכנעת של המתלוננת, אשר זכתה לחיזוק ולעיבוי באמצעות ראיות נוספות שהביאה המאשימה. המתלוננת היא בחורה דתית המתגוררת בקיבוץ בדרום הארץ. המתלוננת שמעה את שמעו של הנאשם כמטפל ב""הילינג"" וביקשה לקבוע פגישה טיפולית עימו. אותה פגישה נוצלה על ידי הנאשם לביצוע מעשים מגונים במתלוננת, כדלקמן: כאשר המתלוננת הגיעה לקליניקה והנאשם ביקש ממנה לספר על עצמה, היא היתה נרגשת ובכתה. הנאשם חיבק אותה ואמר כי היא איננה האדם הראשון אשר בוכה אצלו. לאחר שחיבק אותה אמר לה כי היא יכולה להניח את ראשה על ברכיו. המתלוננת עשתה כן. בכל אותה עת ליטף הנאשם את המתלוננת בפנים ובשיער; הוא שם את ידו בפיה ו""טייל בתוך השיניים"" (עמ' 159 לפרוטוקול). לאחר מכן הוציא הנאשם את ידו מפיה, המשיך ללטף אותה, עשה לה מסג' בידיים ועבר לצוואר. מן הצוואר הכניס הנאשם את ידיו לתוך חולצתה של המתלוננת וליטף את חזה. מישוש החזה ארך זמן רב (עמ' 9 לפרוטוקול). ידו המשיכה לטייל על גבה, וכל אותה עת הוא שאל אותה שאלות. כאשר ביקשה המתלוננת ללכת ולפני שיצאה מן הקליניקה, חיבק הנאשם את המתלוננת שלושה חיבוקים חזקים, החזיק אותה בפניה, נישק אותה וליקק אותה - על הפנים, המצח, העיניים והלחיים.","ההרשעה התבססה על עדותה האמינה והמשכנעת של המתלוננת, אשר זכתה לחיזוק ולעיבוי באמצעות ראיות נוספות שהביאה המאשימה",אמינה בגלל חיזוק חיצוני
365337,ME-09-12-5569-3,"ידיעתם הנרחבת של הנאשמים על פרטים מוכמנים בשלב חקירתם, וניסיונם לתאם גרסאות ביניהם, תומכת אף היא בגרסתו של המתלונן האמורה.","ידיעתם הנרחבת של הנאשמים על פרטים מוכמנים בשלב חקירתם, וניסיונם לתאם גרסאות ביניהם, תומכת אף היא בגרסתו של המתלונן האמורה",אמינה בגלל חיזוק חיצוני
798733,m06007013-431,"16. זאת ועוד. גרסתה של המתלוננת איננה איתנה אך מתוך עצמה, אלא היא נתמכת ומתחזקת בשורה של ראיות חיצוניות, המעבות אותה. כך, עדויותיהם של פ', א' ב' ו-א' נ' אודות מצבה הנפשי של המתלוננת בסמוך לאחר האירוע תומכות בגרסתה (ראו:  הנ""ל, בעמ' 428, ופסקי הדין המוזכרים שם). שלושת העדים התייחסו לכך, שהמתלוננת התנהגה שלא כרגיל, הרבתה לבכות, היתה נסערת, נראתה רע, לא היתה מרוכזת, היתה סהרורית, וכיוצא באלה. מרשים במיוחד תיאורו של א' נ' בדבר תגובתה הקשה של המתלוננת כאשר נוכחה, בערב למחרת האירוע, כי הנאשם מתקשר אליה לטלפון הנייד. המתלוננת השליכה מידה את מכשיר הטלפון והחלה ספק לבכות ספק לרעוד (בעמ' 106, שורות 2-4). גם השוטר שמעון בן נתנאל, אשר תיחקר את המתלוננת בעת שהיתה בבית החולים, מתייחס למצבה הנפשי. על פי מה שנרשם בדוח שערך, ת/1, המתלוננת רעדה, כססה את ציפורניה, בכתה והתקשתה להישיר אליו מבט. כמו כן, צפייה בתקליטור המתעד את העימות שנערך בין הנאשם למתלוננת ביום 28.7.05 (ת/3) מעלה, כי רישומי ליל האירוע ניכרו במתלוננת, ותגובותיה הרגשיות הקשות היו אותנטיות וכנות. תיאורים אלה אינם מתיישבים עם טעות בבחירת בן זוג למגע מיני, כפי שהציע הסניגור."," גרסתה של המתלוננת איננה איתנה אך מתוך עצמה, אלא היא נתמכת ומתחזקת בשורה של ראיות חיצוניות, המעבות אותה",אמינה בגלל חיזוק חיצוני
825950,ME-09-06-20584-1,"אני קובע כי עדותה של המתלוננת אמינה, היא חוותה ארועים קשים של אינוס ומעשי סדום, עדותה נתמכת בסימני חדירה, הימצאות תאי זרע  על גופה ובמצבה הנפשי הקשה.","אני קובע כי עדותה של המתלוננת אמינה, היא חוותה ארועים קשים של אינוס ומעשי סדום, עדותה נתמכת בסימני חדירה, הימצאות תאי זרע  על גופה ובמצבה הנפשי הקשה",אמינה בגלל חיזוק חיצוני
199012,ME-08-09-7365-635,"ואולם, עיון ברישומים אלה (ובייחוד ב-ת/5) מלמד כי אין מדובר בתיאורים מפורטים ומלאים של האירוע. מדובר בהם בתמציות ראשוניות מליל האירוע. ניתן להבין מדוע תלונה ראשונית של נפגעת אונס היא לקונית ואינה נכנסת לפרטים (ראו , פסקה 31). שחזור מדוקדק של האירוע הטראומטי נעשה בדרך כלל בחקירה המשטרתית, ומשנעשה עימות בין הגרסאות השונות של המתלוננת, החשוד (וכן העדים). לפיכך, אינני סבור כי קיימת סתירה בנושא זה."," שחזור מדוקדק של האירוע הטראומטי נעשה בדרך כלל בחקירה המשטרתית, ומשנעשה עימות בין הגרסאות השונות של המתלוננת, החשוד (וכן העדים)",אמינה בגלל חיזוק חיצוני
121088,SH-10-01-40299-583,"בחינת הראיות והעדויות למקרא כלל הראיות נראה כי צודק ב""כ הנאשם בטענתו כי מדובר בגרסה מול גרסה, גרסת המתלוננת אל מול גרסת הנאשם, כאשר לאירוע עצמו לא היו עדים. אלא שגרסת המתלוננת, מהימנה ועדיפה עלי והיא אף נתמכת הן בעדויותיהם של אמה ושל אמיל והן בראיות נוספות, כפי שיפורט:"," אלא שגרסת המתלוננת, מהימנה ועדיפה עלי והיא אף נתמכת הן בעדויותיהם של אמה ושל אמיל והן בראיות נוספות, כפי שיפורט:",אמינה בגלל חיזוק חיצוני
168660,s03001809-358,שוכנעתי כי עדות המתלוננת מהימנה ומשקפת את שאירע בפועל לגבי כל אחת מהעובדות המפורטות בכתב האישום ואף נתמכת במארג העדויות מטעם התביעה.,שוכנעתי כי עדות המתלוננת מהימנה ומשקפת את שאירע בפועל לגבי כל אחת מהעובדות המפורטות בכתב האישום ואף נתמכת במארג העדויות מטעם התביעה,אמינה בגלל חיזוק חיצוני
11288,ME-12-07-40109-11,"גרסת המתלוננת מהימנה, במיוחד לגבי חלקו של נאשם 1, לגביו נמצאו חיזוקים אובייקטיביים שאינם באים מפיה של המתלוננת או מהסקת מסקנות הגיוניות מדרך פעולתה והתנהלותה.","גרסת המתלוננת מהימנה, במיוחד לגבי חלקו של נאשם 1, לגביו נמצאו חיזוקים אובייקטיביים שאינם באים מפיה של המתלוננת או מהסקת מסקנות הגיוניות מדרך פעולתה והתנהלותה",אמינה בגלל חיזוק חיצוני
191043,m06003021,"125. על אף האמון שיש ליתן לגרסת המתלוננת, יש חשש שמא המתלוננת משליכה על העבר מהאירועים המאוחרים יותר שנחרתו היטב בזיכרונה ומייחסת לנאשם ביצוע מעשים בעלי גוון מיני. ייתכן שמדובר היה באירועים תמימים, כמו הלבשה והחתלה של ילדה קטנה וכדומה. ייתכן גם שהנאשם אסף את המתלוננת למיטתו, חיבק אותה ואולי אפילו נגע בגופה. על כן נראה כי לאור גילה הצעיר של המתלוננת בזמן ביצוע המעשים והזמן הרב שחלף, אין להסתפק בעדותה היחידה של המתלוננת לגבי טיב המעשים ואופיין של הנגיעות כדי להסיר כל ספק ולהרשיע את הנאשם."," על כן נראה כי לאור גילה הצעיר של המתלוננת בזמן ביצוע המעשים והזמן הרב שחלף, אין להסתפק בעדותה היחידה של המתלוננת לגבי טיב המעשים ואופיין של הנגיעות כדי להסיר כל ספק ולהרשיע את הנאשם",אמינה בגלל חיזוק חיצוני
