sentence_id,origin_sentence,category,new_category,invokes_myth,myth_polarity,myth_trigger,myth_reason,myth_raw
87978,"הגנת הנאשם וטענותיו הצריכות להכרעה בהליך הנוכחי, לנוכח הראיות שהובאו ע""י המאשימה, מתמקדות בכך, שמחד גיסא אין עדותה של הקטינה, כפי שניתנה בפני חוקרת ילדים, מהימנה כלל ועיקר, ומאידך גיסא - גם אין בנמצא כל ראיית סיוע לעדותה זו, דבר שהיעדרו, לפי החוק, חייב להוביל לזיכוי הנאשם","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,False,לא_רלוונטי,,"הטקסט מתאר את טענות ההגנה לגבי חוסר מהימנות כללי והעדר ראיית סיוע, ללא כל אזכור של מניע להעליל, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""הטקסט מתאר את טענות ההגנה לגבי חוסר מהימנות כללי והעדר ראיית סיוע, ללא כל אזכור של מניע להעליל, נקמנות או תלונת שווא.""}
```"
88492, עדותה הגרעינית של הילדה עקבית ומדוייקת בהזדמנויות שבהן ניתן לה לפרטה,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"השופט מעריך את אמינות העדות על בסיס עקביות ודיוק, ללא כל אזכור של מניע להעללה, נקמה או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מעריך את אמינות העדות על בסיס עקביות ודיוק, ללא כל אזכור של מניע להעללה, נקמה או תלונת שווא.""
}
```"
71138,"  לאחר שמיעת העדויות ולאור מכלול הראיות, הגעתי לכלל מסקנה כי עדותה של המתלוננת מהימנה ואני מעדיפה אותה על פני עדותו של הנאשם",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,False,לא_רלוונטי,,"השופטת קובעת כי עדות המתלוננת מהימנה על בסיס העדויות והראיות, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופטת קובעת כי עדות המתלוננת מהימנה על בסיס העדויות והראיות, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.""
}
```"
104664," בניגוד לגרסאותיו של הנאשם, גרסתה של המתלוננת מבוססת ואיתנה",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,False,לא_רלוונטי,,"השופט קובע כי גרסת המתלוננת מבוססת ואיתנה בהשוואה לגרסת הנאשם, ללא כל התייחסות למניעי העללה, נקמה או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי גרסת המתלוננת מבוססת ואיתנה בהשוואה לגרסת הנאשם, ללא כל התייחסות למניעי העללה, נקמה או תלונת שווא.""
}
```"
106104,"שוכנעתי כי עדותה של המתלוננת עומדת איתנה, עצמאית, בלתי תלויה, ונקייה משיקולים זרים, וממילא מהרגע בו הגישה את התלונה במשטרה, עבר הטיפול לידי המשטרה ורשויות התביעה וחזקה שהיה מקצועי וחסר פניות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",True,נדחה,נקייה משיקולים זרים,"השופט קובע כי עדות המתלוננת נקייה משיקולים זרים, ובכך שולל קיומו של מניע פסול או זר להגשת התלונה.","```json
{
  ""invokes_myth"": true,
  ""polarity"": ""נדחה"",
  ""trigger"": ""נקייה משיקולים זרים"",
  ""reason"": ""השופט קובע כי עדות המתלוננת נקייה משיקולים זרים, ובכך שולל קיומו של מניע פסול או זר להגשת התלונה.""
}
```"
102071,"המישור האובייקטיבי לאחר שקבעתי כי עדותו של המתלונן מהימנה, כי אני מאמין למתלונן שפניו של הנאשם נחרטו בזיכרונו במהלך האירוע והוא מזהה את הנאשם באופן וודאי, אפנה לבחון את האפשרות שהמתלונן טעה טעות כנה בזיהוי",לא רלוונטי,"קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",False,לא_רלוונטי,,"השופט דן באפשרות של טעות כנה בזיהוי ולא במניע להעליל, לשקר או לנקום.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט דן באפשרות של טעות כנה בזיהוי ולא במניע להעליל, לשקר או לנקום.""}
```"
121422," כמו כן, מצאתי כי גרסתה של המתלוננת לעניין האירועים איננה הגיונית ואיננה סבירה","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט קובע שגרסת המתלוננת אינה הגיונית ואינה סבירה, אך אין בדבריו אזכור למניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע שגרסת המתלוננת אינה הגיונית ואינה סבירה, אך אין בדבריו אזכור למניע להעללה, נקמנות או תלונת שווא.""}
```"
118001,עדותה של המתלוננת ביחס לפגיעות המיניות והאלימות של הנאשם כלפיה - אמינה בעיניי,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",False,לא_רלוונטי,,"השופט קובע כי העדות אמינה ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי העדות אמינה ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.""}
```"
118116," לעומת זאת תיאורה של המתלוננת הגיוני, מפורט ותואם את נסיבות האירוע","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",False,לא_רלוונטי,,"הערכת האמינות מבוססת על פירוט, היגיון והתאמה לנסיבות, ללא כל אזכור של מניע להעללה או נקמנות.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""הערכת האמינות מבוססת על פירוט, היגיון והתאמה לנסיבות, ללא כל אזכור של מניע להעללה או נקמנות.""
}
```"
104680," די היה לי, בנסיבות העניין, לקבוע כי גרסתה של המתלוננת מהימנה עלי וגרסת הנאשם אינה אמינה עלי ולהרשיע את הנאשם, שכן עפ""י  ל ניתן להרשיע בעבירת מין על סמך עדות יחידה תוך קיום חובת ההנמקה",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,False,לא_רלוונטי,,"השופט קובע את מהימנות המתלוננת ואי-מהימנות הנאשם ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע את מהימנות המתלוננת ואי-מהימנות הנאשם ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""}
```"
121550, גרסה זו של המתלוננת איננה סבירה ואינה מהימנה,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט פוסל את מהימנות הגרסה באופן כללי, ללא התייחסות למניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט פוסל את מהימנות הגרסה באופן כללי, ללא התייחסות למניע להעללה, נקמנות או תלונת שווא.""
}
```"
133749,"לטענת ב""כ הנאשם, כתב האישום שהוגש נגד מרשו מבוסס רובו ככולו על עדותה של המתלוננת עצמה, וכפי שכבר עולה מתיאור עדותה לעיל, עדות זו של המתלוננת חלשה במיוחד, רצופה שקרים, ואינה ראויה למשקל הדרוש כדי להרשיע אדם בפלילים","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,True,צד_מתדיין,"עדות זו של המתלוננת חלשה במיוחד, רצופה שקרים","הטענה שהעדות שקרית מועלית על ידי סנגורו של הנאשם (ב""כ הנאשם) ולא כקביעה של השופט.","```json
{
  ""invokes_myth"": true,
  ""polarity"": ""צד_מתדיין"",
  ""trigger"": ""עדות זו של המתלוננת חלשה במיוחד, רצופה שקרים"",
  ""reason"": ""הטענה שהעדות שקרית מועלית על ידי סנגורו של הנאשם (ב\""כ הנאשם) ולא כקביעה של השופט.""
}
```"
122547," גם עדותה של המתלוננת ת', הנוגעת אמנם בעיקרה לאירוע הראשון בו הודה הנאשם בשלב הסיכומים, הנה רלוונטית בסופו של דבר גם למחלוקת שנותרה",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"השופט דן ברלוונטיות של עדות המתלוננת למחלוקת שנותרה, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט דן ברלוונטיות של עדות המתלוננת למחלוקת שנותרה, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""
}
```"
90842," וכפי שציינתי שתי הגרסאות של המתלוננת תואמות, מצטלבות ומשתלבות כך שלביהמ""ש לא ברור מדוע בחר הנאשם להגיש את נ/1 כראייה מטעמו","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","כראייה מטעמו"" - this is a rejection of the defendant's line of defense/evidence.",False,לא_רלוונטי,,"השופט מעריך את אמינות המתלוננת על בסיס התאמה והצלבה בין גרסאותיה, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מעריך את אמינות המתלוננת על בסיס התאמה והצלבה בין גרסאותיה, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.""
}
```"
137690, נטען כי העדויות של המתלוננת ואימה לוקות בסתירות מהותיות ואינן הגיוניות,עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,לא רלוונטי,False,לא_רלוונטי,,"המשפט עוסק בטענות לסתירות וחוסר היגיון בעדויות, ללא אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט עוסק בטענות לסתירות וחוסר היגיון בעדויות, ללא אזכור של מניע להעללה, נקמנות או תלונת שווא.""
}
```"
151403, אף עדותה של המתלוננת בדבר התנסותה בעבר במין אנאלי אינה עקבית,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט מצביע על חוסר עקביות בעדותה של המתלוננת לגבי עברה המיני, ללא התייחסות למניע להעללה, נקמנות או הגשת תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מצביע על חוסר עקביות בעדותה של המתלוננת לגבי עברה המיני, ללא התייחסות למניע להעללה, נקמנות או הגשת תלונת שווא.""
}
```"
150296,  עדותה של המתלוננת לגבי  נאשם 2 איננה עקבית,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט קובע כי העדות אינה עקבית, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי העדות אינה עקבית, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.""}
```"
155757,"זאת ועוד, הנאשם הוסיף כי כל הגרסה של המתלונן וחברו שקרית: ""איך את יכולה להוכיח שהחבר שלו לא משקר גם, כי הם היו הרי חברים",לא רלוונטי,לא רלוונטי,True,צד_מתדיין,הנאשם הוסיף כי כל הגרסה של המתלונן וחברו שקרית,"הטענה בדבר גרסה שקרית והעללה מועלית ישירות מפי הנאשם, ולא כחלק מהערכת השופט.","```json
{
  ""invokes_myth"": true,
  ""polarity"": ""צד_מתדיין"",
  ""trigger"": ""הנאשם הוסיף כי כל הגרסה של המתלונן וחברו שקרית"",
  ""reason"": ""הטענה בדבר גרסה שקרית והעללה מועלית ישירות מפי הנאשם, ולא כחלק מהערכת השופט.""
}
```"
133911," כאמור לעיל, מקובלת עלי גרסתה של המתלוננת כי לא הסכימה כלל לנסוע עם הנאשם ולעזוב את אולם גוטניק ללא אחותה וללא מוראד, וכי הנאשם נעל עליה את דלתות הרכב, ואף מנע ממנה מלשוחח עם אלה שהתקשרו אליה, כשברצונה להודיע איפה נמצאת ומה מצבה",לא רלוונטי,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם,False,לא_רלוונטי,,"השופט מקבל את גרסת המתלוננת לגבי השתלשלות האירועים ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מקבל את גרסת המתלוננת לגבי השתלשלות האירועים ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.""
}
```"
150617,"אני מצרף דעתי לדעתה של כב' השופטת רג'יניאנו לפיה עדותה של המתלוננת מהימנה, ועדותו של הנאשם 1 איננה מהימנה מהנימוקים שפרטה בחוות דעתה",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,False,לא_רלוונטי,,"השופט קובע כי עדות המתלוננת מהימנה תוך הצטרפות לדעת שופטת אחרת, ללא כל אזכור של מניע להעללה, נקמה או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי עדות המתלוננת מהימנה תוך הצטרפות לדעת שופטת אחרת, ללא כל אזכור של מניע להעללה, נקמה או תלונת שווא.""
}
```"
158041," מנגד, עדותה של המתלוננת מהימנה ביותר, ויש לבסס עליה את הכרעת-הדין","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",False,לא_רלוונטי,,"השופט קובע כי עדות המתלוננת מהימנה ביותר ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי עדות המתלוננת מהימנה ביותר ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.""}"
199211," ב""כ הנאשם טען כי גרסתה של המתלוננת אינה מהימנה, נוכח העובדה שבעדותו של דרור בדבר התיאור שמסרה לו המתלוננת, אין תיאור של האקט המיני עצמו, וכן שעדותו של דרור אינה תואמת את הגרסה שמסרה בבית המשפט","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,False,לא_רלוונטי,,"המשפט עוסק בטענת ההגנה לגבי סתירות וחוסר התאמה בין עדויות, ואינו מזכיר מניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט עוסק בטענת ההגנה לגבי סתירות וחוסר התאמה בין עדויות, ואינו מזכיר מניע להעללה, נקמנות או תלונת שווא.""
}
```"
181922,"ב נראה כי גירסתה של המתלוננת מקבלת חיזוק ברור ומודגש מדברי הנאשם בעצמו: הוא אמנם מנסה למזער את עצמת התקיפה (צביטה, מכה), אך ברור כי האמת היא עם המתלוננת אשר גרסתה כאמור עקבית,  אשר יציאתה מהבית עוכבה והיא זכתה לחוש את נחת זרועו של הנאשם",אמינה בגלל שהנאשם לא אמין,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם,False,לא_רלוונטי,,"השופט קובע את מהימנות המתלוננת על בסיס עקביות וחיזוקים מדברי הנאשם, ללא כל התייחסות למניע להעללה או נקמנות.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע את מהימנות המתלוננת על בסיס עקביות וחיזוקים מדברי הנאשם, ללא כל התייחסות למניע להעללה או נקמנות.""}
```"
